ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 cur amSensorRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" mod:2024-04-12T14:41:37.947Z hisSize:33838 tz:"Bucharest" roomRef:@p:linkEdge:r:2d996b90-ac30c77f "Site B Room 5" lorawanPoint amSensorAM107ModelId:"_amSensorAM107_point:humidity" point maxVal:100 his minVal:0 disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab104-e21f5c37 "5 AQ" humidity navName:"Humidity" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" id:@p:linkEdge:r:2d9ab104-07cee7e3 "Site B Room 5 AQ Humidity" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2025-09-28T11:00:00+03:00 Bucharest hisStatus:"ok" innLinkEdge kind:"Number" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"humidity" unit:"%RH" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba" sensor
2025-03-18T10:53:17+02:00 Bucharest,40%RH
2025-03-18T11:00:00+02:00 Bucharest,40%RH
2025-03-18T11:03:17+02:00 Bucharest,40.5%RH
2025-03-18T11:15:00+02:00 Bucharest,40.5%RH
2025-03-18T11:23:17+02:00 Bucharest,41%RH
2025-03-18T11:30:00+02:00 Bucharest,41%RH
2025-03-18T11:45:00+02:00 Bucharest,41%RH
2025-03-18T12:00:00+02:00 Bucharest,41%RH
2025-03-18T12:03:17+02:00 Bucharest,41.5%RH
2025-03-18T12:15:00+02:00 Bucharest,41.5%RH
2025-03-18T12:23:16+02:00 Bucharest,41%RH
2025-03-18T12:30:00+02:00 Bucharest,41%RH
2025-03-18T12:43:17+02:00 Bucharest,40.5%RH
2025-03-18T12:45:00+02:00 Bucharest,40.5%RH
2025-03-18T13:00:00+02:00 Bucharest,40.5%RH
2025-03-18T13:15:00+02:00 Bucharest,40.5%RH
2025-03-18T13:30:00+02:00 Bucharest,40.5%RH
2025-03-18T13:33:16+02:00 Bucharest,41%RH
2025-03-18T13:43:17+02:00 Bucharest,41.5%RH
2025-03-18T13:45:00+02:00 Bucharest,41.5%RH
2025-03-18T14:00:00+02:00 Bucharest,41.5%RH
2025-03-18T14:13:17+02:00 Bucharest,42%RH
2025-03-18T14:15:00+02:00 Bucharest,42%RH
2025-03-18T14:30:00+02:00 Bucharest,42%RH
2025-03-18T14:45:00+02:00 Bucharest,42%RH
2025-03-18T14:53:17+02:00 Bucharest,42.5%RH
2025-03-18T15:00:00+02:00 Bucharest,42.5%RH
2025-03-18T15:13:16+02:00 Bucharest,42%RH
2025-03-18T15:15:00+02:00 Bucharest,42%RH
2025-03-18T15:23:17+02:00 Bucharest,41.5%RH
2025-03-18T15:30:00+02:00 Bucharest,41.5%RH
2025-03-18T15:33:17+02:00 Bucharest,41%RH
2025-03-18T15:45:00+02:00 Bucharest,41%RH
2025-03-18T16:00:00+02:00 Bucharest,41%RH
2025-03-18T16:03:17+02:00 Bucharest,41.5%RH
2025-03-18T16:13:17+02:00 Bucharest,42%RH
2025-03-18T16:15:00+02:00 Bucharest,42%RH
2025-03-18T16:30:00+02:00 Bucharest,42%RH
2025-03-18T16:33:17+02:00 Bucharest,41.5%RH
2025-03-18T16:43:17+02:00 Bucharest,42%RH
2025-03-18T16:45:00+02:00 Bucharest,42%RH
2025-03-18T16:53:16+02:00 Bucharest,42.5%RH
2025-03-18T17:00:00+02:00 Bucharest,42.5%RH
2025-03-18T17:03:17+02:00 Bucharest,43%RH
2025-03-18T17:15:00+02:00 Bucharest,43%RH
2025-03-18T17:23:17+02:00 Bucharest,43.5%RH
2025-03-18T17:30:00+02:00 Bucharest,43.5%RH
2025-03-18T17:33:17+02:00 Bucharest,42.5%RH
2025-03-18T17:45:00+02:00 Bucharest,42.5%RH
2025-03-18T18:00:00+02:00 Bucharest,42.5%RH
2025-03-18T18:13:17+02:00 Bucharest,43%RH
2025-03-18T18:15:00+02:00 Bucharest,43%RH
2025-03-18T18:23:17+02:00 Bucharest,42.5%RH
2025-03-18T18:30:00+02:00 Bucharest,42.5%RH
2025-03-18T18:33:16+02:00 Bucharest,42%RH
2025-03-18T18:43:17+02:00 Bucharest,42.5%RH
2025-03-18T18:45:00+02:00 Bucharest,42.5%RH
2025-03-18T19:00:00+02:00 Bucharest,42.5%RH
2025-03-18T19:03:16+02:00 Bucharest,42%RH
2025-03-18T19:13:16+02:00 Bucharest,42.5%RH
2025-03-18T19:15:00+02:00 Bucharest,42.5%RH
2025-03-18T19:30:00+02:00 Bucharest,42.5%RH
2025-03-18T19:33:17+02:00 Bucharest,43%RH
2025-03-18T19:43:16+02:00 Bucharest,44.5%RH
2025-03-18T19:45:00+02:00 Bucharest,44.5%RH
2025-03-18T20:00:00+02:00 Bucharest,44.5%RH
2025-03-18T20:03:17+02:00 Bucharest,44%RH
2025-03-18T20:13:16+02:00 Bucharest,43%RH
2025-03-18T20:15:00+02:00 Bucharest,43%RH
2025-03-18T20:23:17+02:00 Bucharest,42.5%RH
2025-03-18T20:30:00+02:00 Bucharest,42.5%RH
2025-03-18T20:33:17+02:00 Bucharest,42%RH
2025-03-18T20:45:00+02:00 Bucharest,42%RH
2025-03-18T21:00:00+02:00 Bucharest,42%RH
2025-03-18T21:03:17+02:00 Bucharest,41.5%RH
2025-03-18T21:13:17+02:00 Bucharest,42%RH
2025-03-18T21:15:00+02:00 Bucharest,42%RH
2025-03-18T21:30:00+02:00 Bucharest,42%RH
2025-03-18T21:43:17+02:00 Bucharest,42.5%RH
2025-03-18T21:45:00+02:00 Bucharest,42.5%RH
2025-03-18T21:53:16+02:00 Bucharest,43%RH
2025-03-18T22:00:00+02:00 Bucharest,43%RH
2025-03-18T22:03:16+02:00 Bucharest,43.5%RH
2025-03-18T22:15:00+02:00 Bucharest,43.5%RH
2025-03-18T22:30:00+02:00 Bucharest,43.5%RH
2025-03-18T22:45:00+02:00 Bucharest,43.5%RH
2025-03-18T23:00:00+02:00 Bucharest,43.5%RH
2025-03-18T23:03:16+02:00 Bucharest,43%RH
2025-03-18T23:15:00+02:00 Bucharest,43%RH
2025-03-18T23:30:00+02:00 Bucharest,43%RH
2025-03-18T23:43:16+02:00 Bucharest,42.5%RH
2025-03-18T23:45:00+02:00 Bucharest,42.5%RH
2025-03-19T00:00:00+02:00 Bucharest,42.5%RH
2025-03-19T00:03:17+02:00 Bucharest,42%RH
2025-03-19T00:15:00+02:00 Bucharest,42%RH
2025-03-19T00:23:17+02:00 Bucharest,41.5%RH
2025-03-19T00:30:00+02:00 Bucharest,41.5%RH
2025-03-19T00:45:00+02:00 Bucharest,41.5%RH
2025-03-19T01:00:00+02:00 Bucharest,41.5%RH
2025-03-19T01:15:00+02:00 Bucharest,41.5%RH
2025-03-19T01:23:16+02:00 Bucharest,41%RH
2025-03-19T01:30:00+02:00 Bucharest,41%RH
2025-03-19T01:45:00+02:00 Bucharest,41%RH
2025-03-19T02:00:00+02:00 Bucharest,41%RH
2025-03-19T02:15:00+02:00 Bucharest,41%RH
2025-03-19T02:30:00+02:00 Bucharest,41%RH
2025-03-19T02:45:00+02:00 Bucharest,41%RH
2025-03-19T03:00:00+02:00 Bucharest,41%RH
2025-03-19T03:15:00+02:00 Bucharest,41%RH
2025-03-19T03:30:00+02:00 Bucharest,41%RH
2025-03-19T03:45:00+02:00 Bucharest,41%RH
2025-03-19T04:00:00+02:00 Bucharest,41%RH
2025-03-19T04:13:16+02:00 Bucharest,40.5%RH
2025-03-19T04:15:00+02:00 Bucharest,40.5%RH
2025-03-19T04:30:00+02:00 Bucharest,40.5%RH
2025-03-19T04:43:16+02:00 Bucharest,40%RH
2025-03-19T04:45:00+02:00 Bucharest,40%RH
2025-03-19T05:00:00+02:00 Bucharest,40%RH
2025-03-19T05:15:00+02:00 Bucharest,40%RH
2025-03-19T05:30:00+02:00 Bucharest,40%RH
2025-03-19T05:33:17+02:00 Bucharest,39.5%RH
2025-03-19T05:45:00+02:00 Bucharest,39.5%RH
2025-03-19T06:00:00+02:00 Bucharest,39.5%RH
2025-03-19T06:15:00+02:00 Bucharest,39.5%RH
2025-03-19T06:30:00+02:00 Bucharest,39.5%RH
2025-03-19T06:45:00+02:00 Bucharest,39.5%RH
2025-03-19T07:00:00+02:00 Bucharest,39.5%RH
2025-03-19T07:03:16+02:00 Bucharest,40%RH
2025-03-19T07:15:00+02:00 Bucharest,40%RH
2025-03-19T07:30:00+02:00 Bucharest,40%RH
2025-03-19T07:45:00+02:00 Bucharest,40%RH
2025-03-19T08:00:00+02:00 Bucharest,40%RH
2025-03-19T08:15:00+02:00 Bucharest,40%RH
2025-03-19T08:30:00+02:00 Bucharest,40%RH
2025-03-19T08:43:16+02:00 Bucharest,39.5%RH
2025-03-19T08:45:00+02:00 Bucharest,39.5%RH
2025-03-19T09:30:00+02:00 Bucharest,39.5%RH
2025-03-19T09:45:00+02:00 Bucharest,39.5%RH
2025-03-19T09:53:16+02:00 Bucharest,39%RH
2025-03-19T10:00:00+02:00 Bucharest,39%RH
2025-03-19T10:30:00+02:00 Bucharest,39%RH
2025-03-19T10:33:17+02:00 Bucharest,38.5%RH
2025-03-19T10:45:00+02:00 Bucharest,38.5%RH
2025-03-19T11:00:00+02:00 Bucharest,38.5%RH
2025-03-19T11:03:17+02:00 Bucharest,39%RH
2025-03-19T11:15:00+02:00 Bucharest,39%RH
2025-03-19T11:23:16+02:00 Bucharest,38.5%RH
2025-03-19T11:30:00+02:00 Bucharest,38.5%RH
2025-03-19T11:45:00+02:00 Bucharest,38.5%RH
2025-03-19T12:00:00+02:00 Bucharest,38.5%RH
2025-03-19T12:03:16+02:00 Bucharest,39%RH
2025-03-19T12:13:17+02:00 Bucharest,39.5%RH
2025-03-19T12:15:00+02:00 Bucharest,39.5%RH
2025-03-19T12:30:00+02:00 Bucharest,39.5%RH
2025-03-19T12:45:00+02:00 Bucharest,39.5%RH
2025-03-19T12:53:17+02:00 Bucharest,40%RH
2025-03-19T13:00:00+02:00 Bucharest,40%RH
2025-03-19T13:15:00+02:00 Bucharest,40%RH
2025-03-19T13:30:00+02:00 Bucharest,40%RH
2025-03-19T13:45:00+02:00 Bucharest,40%RH
2025-03-19T14:00:00+02:00 Bucharest,40%RH
2025-03-19T14:13:16+02:00 Bucharest,40.5%RH
2025-03-19T14:15:00+02:00 Bucharest,40.5%RH
2025-03-19T14:23:16+02:00 Bucharest,40%RH
2025-03-19T14:30:00+02:00 Bucharest,40%RH
2025-03-19T14:45:00+02:00 Bucharest,40%RH
2025-03-19T15:00:00+02:00 Bucharest,40%RH
2025-03-19T15:15:00+02:00 Bucharest,40%RH
2025-03-19T15:23:16+02:00 Bucharest,40.5%RH
2025-03-19T15:30:00+02:00 Bucharest,40.5%RH
2025-03-19T15:43:17+02:00 Bucharest,40%RH
2025-03-19T15:45:00+02:00 Bucharest,40%RH
2025-03-19T16:00:00+02:00 Bucharest,40%RH
2025-03-19T16:03:16+02:00 Bucharest,40.5%RH
2025-03-19T16:15:00+02:00 Bucharest,40.5%RH
2025-03-19T16:30:00+02:00 Bucharest,40.5%RH
2025-03-19T16:33:16+02:00 Bucharest,39%RH
2025-03-19T16:43:17+02:00 Bucharest,38%RH
2025-03-19T16:45:00+02:00 Bucharest,38%RH
2025-03-19T16:53:16+02:00 Bucharest,37.5%RH
2025-03-19T17:00:00+02:00 Bucharest,37.5%RH
2025-03-19T17:03:16+02:00 Bucharest,36.5%RH
2025-03-19T17:15:00+02:00 Bucharest,36.5%RH
2025-03-19T17:23:17+02:00 Bucharest,35%RH
2025-03-19T17:30:00+02:00 Bucharest,35%RH
2025-03-19T17:43:16+02:00 Bucharest,33%RH
2025-03-19T17:45:00+02:00 Bucharest,33%RH
2025-03-19T17:53:17+02:00 Bucharest,33.5%RH
2025-03-19T18:00:00+02:00 Bucharest,33.5%RH
2025-03-19T18:03:16+02:00 Bucharest,34.5%RH
2025-03-19T18:13:16+02:00 Bucharest,35.5%RH
2025-03-19T18:15:00+02:00 Bucharest,35.5%RH
2025-03-19T18:30:00+02:00 Bucharest,35.5%RH
2025-03-19T18:45:00+02:00 Bucharest,35.5%RH
2025-03-19T18:53:16+02:00 Bucharest,36.5%RH
2025-03-19T19:00:00+02:00 Bucharest,36.5%RH
2025-03-19T19:03:16+02:00 Bucharest,37%RH
2025-03-19T19:13:16+02:00 Bucharest,37.5%RH
2025-03-19T19:15:00+02:00 Bucharest,37.5%RH
2025-03-19T19:23:16+02:00 Bucharest,38.5%RH
2025-03-19T19:30:00+02:00 Bucharest,38.5%RH
2025-03-19T19:33:17+02:00 Bucharest,39%RH
2025-03-19T19:45:00+02:00 Bucharest,39%RH
2025-03-19T19:53:16+02:00 Bucharest,38.5%RH
2025-03-19T20:00:00+02:00 Bucharest,38.5%RH
2025-03-19T20:03:16+02:00 Bucharest,38%RH
2025-03-19T20:15:00+02:00 Bucharest,38%RH
2025-03-19T20:23:16+02:00 Bucharest,37.5%RH
2025-03-19T20:30:00+02:00 Bucharest,37.5%RH
2025-03-19T20:45:00+02:00 Bucharest,37.5%RH
2025-03-19T21:00:00+02:00 Bucharest,37.5%RH
2025-03-19T21:15:00+02:00 Bucharest,37.5%RH
2025-03-19T21:30:00+02:00 Bucharest,37.5%RH
2025-03-19T21:45:00+02:00 Bucharest,37.5%RH
2025-03-19T22:00:00+02:00 Bucharest,37.5%RH
2025-03-19T22:03:16+02:00 Bucharest,38%RH
2025-03-19T22:15:00+02:00 Bucharest,38%RH
2025-03-19T22:23:17+02:00 Bucharest,38.5%RH
2025-03-19T22:30:00+02:00 Bucharest,38.5%RH
2025-03-19T22:45:00+02:00 Bucharest,38.5%RH
2025-03-19T22:53:17+02:00 Bucharest,39%RH
2025-03-19T23:00:00+02:00 Bucharest,39%RH
2025-03-19T23:15:00+02:00 Bucharest,39%RH
2025-03-19T23:23:16+02:00 Bucharest,39.5%RH
2025-03-19T23:30:00+02:00 Bucharest,39.5%RH
2025-03-19T23:33:16+02:00 Bucharest,40%RH
2025-03-19T23:45:00+02:00 Bucharest,40%RH
2025-03-20T00:00:00+02:00 Bucharest,40%RH
2025-03-20T00:15:00+02:00 Bucharest,40%RH
2025-03-20T00:23:16+02:00 Bucharest,39.5%RH
2025-03-20T00:30:00+02:00 Bucharest,39.5%RH
2025-03-20T00:45:00+02:00 Bucharest,39.5%RH
2025-03-20T01:00:00+02:00 Bucharest,39.5%RH
2025-03-20T01:15:00+02:00 Bucharest,39.5%RH
2025-03-20T01:30:00+02:00 Bucharest,39.5%RH
2025-03-20T01:45:00+02:00 Bucharest,39.5%RH
2025-03-20T02:00:00+02:00 Bucharest,39.5%RH
2025-03-20T02:15:00+02:00 Bucharest,39.5%RH
2025-03-20T02:23:16+02:00 Bucharest,40%RH
2025-03-20T02:30:00+02:00 Bucharest,40%RH
2025-03-20T02:45:00+02:00 Bucharest,40%RH
2025-03-20T03:00:00+02:00 Bucharest,40%RH
2025-03-20T03:15:00+02:00 Bucharest,40%RH
2025-03-20T03:30:00+02:00 Bucharest,40%RH
2025-03-20T03:45:00+02:00 Bucharest,40%RH
2025-03-20T04:00:00+02:00 Bucharest,40%RH
2025-03-20T04:15:00+02:00 Bucharest,40%RH
2025-03-20T04:30:00+02:00 Bucharest,40%RH
2025-03-20T04:33:17+02:00 Bucharest,39.5%RH
2025-03-20T04:45:00+02:00 Bucharest,39.5%RH
2025-03-20T05:00:00+02:00 Bucharest,39.5%RH
2025-03-20T05:03:16+02:00 Bucharest,39%RH
2025-03-20T05:15:00+02:00 Bucharest,39%RH
2025-03-20T05:30:00+02:00 Bucharest,39%RH
2025-03-20T05:45:00+02:00 Bucharest,39%RH
2025-03-20T06:00:00+02:00 Bucharest,39%RH
2025-03-20T06:03:16+02:00 Bucharest,39.5%RH
2025-03-20T06:13:17+02:00 Bucharest,39%RH
2025-03-20T06:15:00+02:00 Bucharest,39%RH
2025-03-20T06:23:16+02:00 Bucharest,39.5%RH
2025-03-20T06:30:00+02:00 Bucharest,39.5%RH
2025-03-20T06:45:00+02:00 Bucharest,39.5%RH
2025-03-20T07:00:00+02:00 Bucharest,39.5%RH
2025-03-20T07:13:16+02:00 Bucharest,40%RH
2025-03-20T07:15:00+02:00 Bucharest,40%RH
2025-03-20T07:23:16+02:00 Bucharest,39.5%RH
2025-03-20T07:30:00+02:00 Bucharest,39.5%RH
2025-03-20T07:45:00+02:00 Bucharest,39.5%RH
2025-03-20T08:00:00+02:00 Bucharest,39.5%RH
2025-03-20T08:13:16+02:00 Bucharest,39%RH
2025-03-20T08:15:00+02:00 Bucharest,39%RH
2025-03-20T08:30:00+02:00 Bucharest,39%RH
2025-03-20T08:33:16+02:00 Bucharest,38.5%RH
2025-03-20T08:45:00+02:00 Bucharest,38.5%RH
2025-03-20T08:53:16+02:00 Bucharest,38%RH
2025-03-20T09:00:00+02:00 Bucharest,38%RH
2025-03-20T09:15:00+02:00 Bucharest,38%RH
2025-03-20T09:30:00+02:00 Bucharest,38%RH
2025-03-20T09:33:16+02:00 Bucharest,37.5%RH
2025-03-20T09:45:00+02:00 Bucharest,37.5%RH
2025-03-20T10:00:00+02:00 Bucharest,37.5%RH
2025-03-20T10:03:16+02:00 Bucharest,38%RH
2025-03-20T10:15:00+02:00 Bucharest,38%RH
2025-03-20T10:30:00+02:00 Bucharest,38%RH
2025-03-20T10:45:00+02:00 Bucharest,38%RH
2025-03-20T11:00:00+02:00 Bucharest,38%RH
2025-03-20T11:15:00+02:00 Bucharest,38%RH
2025-03-20T11:30:00+02:00 Bucharest,38%RH
2025-03-20T11:45:00+02:00 Bucharest,38%RH
2025-03-20T12:00:00+02:00 Bucharest,38%RH
2025-03-20T12:15:00+02:00 Bucharest,38%RH
2025-03-20T12:30:00+02:00 Bucharest,38%RH
2025-03-20T12:45:00+02:00 Bucharest,38%RH
2025-03-20T13:00:00+02:00 Bucharest,38%RH
2025-03-20T13:15:00+02:00 Bucharest,38%RH
2025-03-20T13:30:00+02:00 Bucharest,38%RH
2025-03-20T13:45:00+02:00 Bucharest,38%RH
2025-03-20T14:00:00+02:00 Bucharest,38%RH
2025-03-20T14:15:00+02:00 Bucharest,38%RH
2025-03-20T14:30:00+02:00 Bucharest,38%RH
2025-03-20T14:45:00+02:00 Bucharest,38%RH
2025-03-20T15:00:00+02:00 Bucharest,38%RH
2025-03-20T15:13:16+02:00 Bucharest,38.5%RH
2025-03-20T15:15:00+02:00 Bucharest,38.5%RH
2025-03-20T15:30:00+02:00 Bucharest,38.5%RH
2025-03-20T15:45:00+02:00 Bucharest,38.5%RH
2025-03-20T16:00:00+02:00 Bucharest,38.5%RH
2025-03-20T16:15:00+02:00 Bucharest,39%RH
2025-03-20T16:30:00+02:00 Bucharest,39%RH
2025-03-20T16:33:16+02:00 Bucharest,39.5%RH
2025-03-20T16:45:00+02:00 Bucharest,39.5%RH
2025-03-20T16:53:15+02:00 Bucharest,40%RH
2025-03-20T17:00:00+02:00 Bucharest,40%RH
2025-03-20T17:15:00+02:00 Bucharest,40%RH
2025-03-20T17:30:00+02:00 Bucharest,40%RH
2025-03-20T17:43:16+02:00 Bucharest,41%RH
2025-03-20T17:45:00+02:00 Bucharest,41%RH
2025-03-20T18:00:00+02:00 Bucharest,41%RH
2025-03-20T18:15:00+02:00 Bucharest,41%RH
2025-03-20T18:30:00+02:00 Bucharest,41%RH
2025-03-20T18:45:00+02:00 Bucharest,41%RH
2025-03-20T18:53:16+02:00 Bucharest,40.5%RH
2025-03-20T19:00:00+02:00 Bucharest,40.5%RH
2025-03-20T19:15:00+02:00 Bucharest,40.5%RH
2025-03-20T19:30:00+02:00 Bucharest,40.5%RH
2025-03-20T19:45:00+02:00 Bucharest,40.5%RH
2025-03-20T20:00:00+02:00 Bucharest,40.5%RH
2025-03-20T20:13:15+02:00 Bucharest,41%RH
2025-03-20T20:15:00+02:00 Bucharest,41%RH
2025-03-20T20:23:16+02:00 Bucharest,41.5%RH
2025-03-20T20:30:00+02:00 Bucharest,41.5%RH
2025-03-20T20:43:15+02:00 Bucharest,42%RH
2025-03-20T20:45:00+02:00 Bucharest,42%RH
2025-03-20T21:00:00+02:00 Bucharest,42%RH
2025-03-20T21:03:16+02:00 Bucharest,41.5%RH
2025-03-20T21:13:16+02:00 Bucharest,42.5%RH
2025-03-20T21:15:00+02:00 Bucharest,42.5%RH
2025-03-20T21:30:00+02:00 Bucharest,42.5%RH
2025-03-20T21:43:16+02:00 Bucharest,43%RH
2025-03-20T21:45:00+02:00 Bucharest,43%RH
2025-03-20T21:53:15+02:00 Bucharest,43.5%RH
2025-03-20T22:00:00+02:00 Bucharest,43.5%RH
2025-03-20T22:15:00+02:00 Bucharest,43.5%RH
2025-03-20T22:23:16+02:00 Bucharest,44%RH
2025-03-20T22:30:00+02:00 Bucharest,44%RH
2025-03-20T22:45:00+02:00 Bucharest,44%RH
2025-03-20T23:00:00+02:00 Bucharest,44%RH
2025-03-20T23:13:16+02:00 Bucharest,44.5%RH
2025-03-20T23:15:00+02:00 Bucharest,44.5%RH
2025-03-20T23:30:00+02:00 Bucharest,44.5%RH
2025-03-20T23:45:00+02:00 Bucharest,44.5%RH
2025-03-21T00:00:00+02:00 Bucharest,44.5%RH
2025-03-21T00:03:15+02:00 Bucharest,44%RH
2025-03-21T00:13:16+02:00 Bucharest,44.5%RH
2025-03-21T00:15:00+02:00 Bucharest,44.5%RH
2025-03-21T00:30:00+02:00 Bucharest,44.5%RH
2025-03-21T00:45:00+02:00 Bucharest,44.5%RH
2025-03-21T01:00:00+02:00 Bucharest,44.5%RH
2025-03-21T01:13:15+02:00 Bucharest,44%RH
2025-03-21T01:15:00+02:00 Bucharest,44%RH
2025-03-21T01:23:16+02:00 Bucharest,43.5%RH
2025-03-21T01:30:00+02:00 Bucharest,43.5%RH
2025-03-21T01:43:16+02:00 Bucharest,43%RH
2025-03-21T01:45:00+02:00 Bucharest,43%RH
2025-03-21T01:53:15+02:00 Bucharest,42.5%RH
2025-03-21T02:00:00+02:00 Bucharest,42.5%RH
2025-03-21T02:13:16+02:00 Bucharest,42%RH
2025-03-21T02:15:00+02:00 Bucharest,42%RH
2025-03-21T02:30:00+02:00 Bucharest,42%RH
2025-03-21T02:43:16+02:00 Bucharest,41.5%RH
2025-03-21T02:45:00+02:00 Bucharest,41.5%RH
2025-03-21T03:00:00+02:00 Bucharest,41.5%RH
2025-03-21T03:15:00+02:00 Bucharest,41.5%RH
2025-03-21T03:23:16+02:00 Bucharest,42%RH
2025-03-21T03:30:00+02:00 Bucharest,42%RH
2025-03-21T03:45:00+02:00 Bucharest,42%RH
2025-03-21T04:00:00+02:00 Bucharest,42%RH
2025-03-21T04:03:17+02:00 Bucharest,42.5%RH
2025-03-21T04:15:00+02:00 Bucharest,42.5%RH
2025-03-21T04:30:00+02:00 Bucharest,42.5%RH
2025-03-21T04:43:18+02:00 Bucharest,43%RH
2025-03-21T04:45:00+02:00 Bucharest,43%RH
2025-03-21T05:00:00+02:00 Bucharest,43%RH
2025-03-21T05:15:00+02:00 Bucharest,43%RH
2025-03-21T05:30:00+02:00 Bucharest,43%RH
2025-03-21T05:45:00+02:00 Bucharest,43%RH
2025-03-21T06:00:00+02:00 Bucharest,43%RH
2025-03-21T06:15:00+02:00 Bucharest,43%RH
2025-03-21T06:30:00+02:00 Bucharest,43%RH
2025-03-21T06:45:00+02:00 Bucharest,43%RH
2025-03-21T06:53:17+02:00 Bucharest,42.5%RH
2025-03-21T07:00:00+02:00 Bucharest,42.5%RH
2025-03-21T07:13:18+02:00 Bucharest,42%RH
2025-03-21T07:15:00+02:00 Bucharest,42%RH
2025-03-21T07:30:00+02:00 Bucharest,42%RH
2025-03-21T07:45:00+02:00 Bucharest,42%RH
2025-03-21T07:53:18+02:00 Bucharest,41.5%RH
2025-03-21T08:00:00+02:00 Bucharest,41.5%RH
2025-03-21T08:03:17+02:00 Bucharest,41%RH
2025-03-21T08:13:18+02:00 Bucharest,40.5%RH
2025-03-21T08:15:00+02:00 Bucharest,40.5%RH
2025-03-21T08:23:18+02:00 Bucharest,40%RH
2025-03-21T08:30:00+02:00 Bucharest,40%RH
2025-03-21T08:43:18+02:00 Bucharest,39.5%RH
2025-03-21T08:45:00+02:00 Bucharest,39.5%RH
2025-03-21T09:00:00+02:00 Bucharest,39.5%RH
2025-03-21T09:13:18+02:00 Bucharest,39%RH
2025-03-21T09:15:00+02:00 Bucharest,39%RH
2025-03-21T09:30:00+02:00 Bucharest,39%RH
2025-03-21T09:45:00+02:00 Bucharest,39%RH
2025-03-21T10:00:00+02:00 Bucharest,39%RH
2025-03-21T10:15:00+02:00 Bucharest,39%RH
2025-03-21T10:30:00+02:00 Bucharest,39%RH
2025-03-21T10:45:00+02:00 Bucharest,39%RH
2025-03-21T11:00:00+02:00 Bucharest,39%RH
2025-03-21T11:15:00+02:00 Bucharest,39%RH
2025-03-21T11:30:00+02:00 Bucharest,39%RH
2025-03-21T11:45:00+02:00 Bucharest,39%RH
2025-03-21T12:00:00+02:00 Bucharest,39%RH
2025-03-21T12:15:00+02:00 Bucharest,39%RH
2025-03-21T12:30:00+02:00 Bucharest,39%RH
2025-03-21T12:45:00+02:00 Bucharest,39%RH
2025-03-21T13:00:00+02:00 Bucharest,39%RH
2025-03-21T13:15:00+02:00 Bucharest,39%RH
2025-03-21T13:30:00+02:00 Bucharest,39%RH
2025-03-21T13:43:18+02:00 Bucharest,39.5%RH
2025-03-21T13:45:00+02:00 Bucharest,39.5%RH
2025-03-21T14:00:00+02:00 Bucharest,39.5%RH
2025-03-21T14:03:17+02:00 Bucharest,39%RH
2025-03-21T14:13:17+02:00 Bucharest,39.5%RH
2025-03-21T14:15:00+02:00 Bucharest,39.5%RH
2025-03-21T14:30:00+02:00 Bucharest,39.5%RH
2025-03-21T14:45:00+02:00 Bucharest,39.5%RH
2025-03-21T15:00:00+02:00 Bucharest,39.5%RH
2025-03-21T15:15:00+02:00 Bucharest,39.5%RH
2025-03-21T15:30:00+02:00 Bucharest,39.5%RH
2025-03-21T15:45:00+02:00 Bucharest,39.5%RH
2025-03-21T16:00:00+02:00 Bucharest,39.5%RH
2025-03-21T16:15:00+02:00 Bucharest,39.5%RH
2025-03-21T16:23:17+02:00 Bucharest,40%RH
2025-03-21T16:30:00+02:00 Bucharest,40%RH
2025-03-21T16:45:00+02:00 Bucharest,40%RH
2025-03-21T17:00:00+02:00 Bucharest,40%RH
2025-03-21T17:15:00+02:00 Bucharest,40%RH
2025-03-21T17:30:00+02:00 Bucharest,40%RH
2025-03-21T17:33:17+02:00 Bucharest,39.5%RH
2025-03-21T17:45:00+02:00 Bucharest,39.5%RH
2025-03-21T18:00:00+02:00 Bucharest,39.5%RH
2025-03-21T18:15:00+02:00 Bucharest,39.5%RH
2025-03-21T18:23:18+02:00 Bucharest,39%RH
2025-03-21T18:30:00+02:00 Bucharest,39%RH
2025-03-21T18:45:00+02:00 Bucharest,39%RH
2025-03-21T19:00:00+02:00 Bucharest,39%RH
2025-03-21T19:15:00+02:00 Bucharest,39%RH
2025-03-21T19:30:00+02:00 Bucharest,39%RH
2025-03-21T19:45:00+02:00 Bucharest,39%RH
2025-03-21T20:00:00+02:00 Bucharest,39%RH
2025-03-21T20:03:18+02:00 Bucharest,39.5%RH
2025-03-21T20:13:17+02:00 Bucharest,40%RH
