ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 cur amSensorRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" mod:2024-04-12T14:37:14.402Z hisSize:33462 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b90-ac30c77f "Site B Room 5" lorawanPoint curStatus:"unknown" amSensorAM107ModelId:"_amSensorAM107_point:temperature" point his disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab104-e21f5c37 "5 AQ" navName:"Temperature" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" id:@p:linkEdge:r:2d9ab104-dec225aa "Site B Room 5 AQ Temperature" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2025-09-28T11:00:00+03:00 Bucharest temp hisStatus:"ok" innLinkEdge kind:"Number" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"temperature" unit:"°C" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba" sensor
2025-02-18T19:15:00+02:00 Bucharest,22.600000381469727°C
2025-02-18T19:30:00+02:00 Bucharest,22.600000381469727°C
2025-02-18T19:45:00+02:00 Bucharest,22.600000381469727°C
2025-02-18T20:00:00+02:00 Bucharest,22.700000762939453°C
2025-02-18T20:01:00+02:00 Bucharest,23°C
2025-02-18T20:10:16+02:00 Bucharest,23.399999618530273°C
2025-02-18T20:15:00+02:00 Bucharest,23.399999618530273°C
2025-02-18T20:20:16+02:00 Bucharest,23.700000762939453°C
2025-02-18T20:30:00+02:00 Bucharest,23.700000762939453°C
2025-02-18T20:31:00+02:00 Bucharest,23.899999618530273°C
2025-02-18T20:40:16+02:00 Bucharest,24°C
2025-02-18T20:45:00+02:00 Bucharest,24°C
2025-02-18T21:00:00+02:00 Bucharest,24°C
2025-02-18T21:01:00+02:00 Bucharest,24.100000381469727°C
2025-02-18T21:10:16+02:00 Bucharest,24°C
2025-02-18T21:15:00+02:00 Bucharest,24°C
2025-02-18T21:20:16+02:00 Bucharest,23.899999618530273°C
2025-02-18T21:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-18T21:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-18T21:50:16+02:00 Bucharest,23.700000762939453°C
2025-02-18T22:00:00+02:00 Bucharest,23.700000762939453°C
2025-02-18T22:15:00+02:00 Bucharest,23.700000762939453°C
2025-02-18T22:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-18T22:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-18T23:00:00+02:00 Bucharest,23.600000381469727°C
2025-02-18T23:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-18T23:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-18T23:31:00+02:00 Bucharest,23.5°C
2025-02-18T23:40:16+02:00 Bucharest,23.399999618530273°C
2025-02-18T23:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-19T00:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-19T00:01:00+02:00 Bucharest,23.100000381469727°C
2025-02-19T00:10:15+02:00 Bucharest,23°C
2025-02-19T00:15:00+02:00 Bucharest,23°C
2025-02-19T00:20:16+02:00 Bucharest,22.899999618530273°C
2025-02-19T00:30:00+02:00 Bucharest,22.899999618530273°C
2025-02-19T00:45:00+02:00 Bucharest,22.799999237060547°C
2025-02-19T00:50:16+02:00 Bucharest,22.700000762939453°C
2025-02-19T01:00:00+02:00 Bucharest,22.700000762939453°C
2025-02-19T01:10:16+02:00 Bucharest,22.5°C
2025-02-19T01:15:00+02:00 Bucharest,22.5°C
2025-02-19T01:20:16+02:00 Bucharest,22.399999618530273°C
2025-02-19T01:30:00+02:00 Bucharest,22.399999618530273°C
2025-02-19T01:45:00+02:00 Bucharest,22.299999237060547°C
2025-02-19T02:00:00+02:00 Bucharest,22.299999237060547°C
2025-02-19T02:10:16+02:00 Bucharest,22.5°C
2025-02-19T02:15:00+02:00 Bucharest,22.5°C
2025-02-19T02:20:16+02:00 Bucharest,22.899999618530273°C
2025-02-19T02:30:00+02:00 Bucharest,22.899999618530273°C
2025-02-19T02:31:00+02:00 Bucharest,23.200000762939453°C
2025-02-19T02:40:16+02:00 Bucharest,23.600000381469727°C
2025-02-19T02:45:00+02:00 Bucharest,23.600000381469727°C
2025-02-19T02:50:16+02:00 Bucharest,23.899999618530273°C
2025-02-19T03:00:00+02:00 Bucharest,23.899999618530273°C
2025-02-19T03:01:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T03:15:00+02:00 Bucharest,24.200000762939453°C
2025-02-19T03:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-19T03:45:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T03:50:18+02:00 Bucharest,24°C
2025-02-19T04:00:00+02:00 Bucharest,24°C
2025-02-19T04:10:18+02:00 Bucharest,23.899999618530273°C
2025-02-19T04:15:00+02:00 Bucharest,23.899999618530273°C
2025-02-19T04:30:00+02:00 Bucharest,23.799999237060547°C
2025-02-19T04:31:00+02:00 Bucharest,23.600000381469727°C
2025-02-19T04:45:00+02:00 Bucharest,23.600000381469727°C
2025-02-19T04:50:18+02:00 Bucharest,23.5°C
2025-02-19T05:00:00+02:00 Bucharest,23.5°C
2025-02-19T05:01:00+02:00 Bucharest,23.299999237060547°C
2025-02-19T05:15:00+02:00 Bucharest,23.299999237060547°C
2025-02-19T05:20:18+02:00 Bucharest,23.200000762939453°C
2025-02-19T05:30:00+02:00 Bucharest,23.200000762939453°C
2025-02-19T05:40:18+02:00 Bucharest,23°C
2025-02-19T05:45:00+02:00 Bucharest,23°C
2025-02-19T05:50:18+02:00 Bucharest,23.100000381469727°C
2025-02-19T06:00:00+02:00 Bucharest,23.100000381469727°C
2025-02-19T06:10:18+02:00 Bucharest,23.5°C
2025-02-19T06:15:00+02:00 Bucharest,23.5°C
2025-02-19T06:20:18+02:00 Bucharest,23.899999618530273°C
2025-02-19T06:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-19T06:31:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T06:40:18+02:00 Bucharest,24.299999237060547°C
2025-02-19T06:45:00+02:00 Bucharest,24.299999237060547°C
2025-02-19T07:00:00+02:00 Bucharest,24.399999618530273°C
2025-02-19T07:15:00+02:00 Bucharest,24.299999237060547°C
2025-02-19T07:30:00+02:00 Bucharest,24.299999237060547°C
2025-02-19T07:31:00+02:00 Bucharest,24.200000762939453°C
2025-02-19T07:45:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T07:50:18+02:00 Bucharest,24°C
2025-02-19T08:00:00+02:00 Bucharest,24°C
2025-02-19T08:01:00+02:00 Bucharest,23.799999237060547°C
2025-02-19T08:15:00+02:00 Bucharest,23.799999237060547°C
2025-02-19T08:20:18+02:00 Bucharest,23.600000381469727°C
2025-02-19T08:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-19T08:40:18+02:00 Bucharest,23.5°C
2025-02-19T08:45:00+02:00 Bucharest,23.5°C
2025-02-19T08:50:18+02:00 Bucharest,23.399999618530273°C
2025-02-19T09:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-19T09:15:00+02:00 Bucharest,23.299999237060547°C
2025-02-19T09:20:18+02:00 Bucharest,23.200000762939453°C
2025-02-19T09:30:00+02:00 Bucharest,23.200000762939453°C
2025-02-19T09:45:00+02:00 Bucharest,23.200000762939453°C
2025-02-19T09:50:18+02:00 Bucharest,23.399999618530273°C
2025-02-19T10:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-19T10:01:00+02:00 Bucharest,23.700000762939453°C
2025-02-19T10:10:18+02:00 Bucharest,24.100000381469727°C
2025-02-19T10:15:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T10:20:18+02:00 Bucharest,24.299999237060547°C
2025-02-19T10:30:00+02:00 Bucharest,24.299999237060547°C
2025-02-19T10:31:00+02:00 Bucharest,24.5°C
2025-02-19T10:40:18+02:00 Bucharest,24.600000381469727°C
2025-02-19T10:45:00+02:00 Bucharest,24.600000381469727°C
2025-02-19T11:00:00+02:00 Bucharest,24.600000381469727°C
2025-02-19T11:15:00+02:00 Bucharest,24.600000381469727°C
2025-02-19T11:20:17+02:00 Bucharest,24.5°C
2025-02-19T11:30:00+02:00 Bucharest,24.5°C
2025-02-19T11:31:00+02:00 Bucharest,24.399999618530273°C
2025-02-19T11:45:00+02:00 Bucharest,24.299999237060547°C
2025-02-19T12:00:00+02:00 Bucharest,24.299999237060547°C
2025-02-19T12:01:00+02:00 Bucharest,24.200000762939453°C
2025-02-19T12:15:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T12:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T12:31:00+02:00 Bucharest,24°C
2025-02-19T12:45:00+02:00 Bucharest,24°C
2025-02-19T13:00:00+02:00 Bucharest,24°C
2025-02-19T13:01:00+02:00 Bucharest,23.899999618530273°C
2025-02-19T13:15:00+02:00 Bucharest,23.799999237060547°C
2025-02-19T13:30:00+02:00 Bucharest,23.799999237060547°C
2025-02-19T13:31:00+02:00 Bucharest,23.700000762939453°C
2025-02-19T13:45:00+02:00 Bucharest,23.600000381469727°C
2025-02-19T13:50:18+02:00 Bucharest,23.5°C
2025-02-19T14:00:00+02:00 Bucharest,23.5°C
2025-02-19T14:15:00+02:00 Bucharest,23.5°C
2025-02-19T14:30:00+02:00 Bucharest,23.5°C
2025-03-10T18:33:17+02:00 Bucharest,23.5°C
2025-03-10T18:45:00+02:00 Bucharest,23.5°C
2025-03-10T19:15:00+02:00 Bucharest,23.5°C
2025-03-10T19:30:00+02:00 Bucharest,23.5°C
2025-03-10T19:45:00+02:00 Bucharest,23.5°C
2025-03-10T20:00:00+02:00 Bucharest,23.5°C
2025-03-10T20:15:00+02:00 Bucharest,23.5°C
2025-03-10T20:23:16+02:00 Bucharest,23.600000381469727°C
2025-03-10T20:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-10T20:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-10T21:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-10T21:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-10T21:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-10T21:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-10T22:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-10T22:13:16+02:00 Bucharest,23.5°C
2025-03-10T22:15:00+02:00 Bucharest,23.5°C
2025-03-10T22:30:00+02:00 Bucharest,23.5°C
2025-03-10T22:43:16+02:00 Bucharest,23.399999618530273°C
2025-03-10T22:45:00+02:00 Bucharest,23.399999618530273°C
2025-03-10T23:00:00+02:00 Bucharest,23.399999618530273°C
2025-03-10T23:15:00+02:00 Bucharest,23.299999237060547°C
2025-03-10T23:30:00+02:00 Bucharest,23.299999237060547°C
2025-03-10T23:45:00+02:00 Bucharest,23.299999237060547°C
2025-03-11T00:00:00+02:00 Bucharest,23.299999237060547°C
2025-03-11T00:15:00+02:00 Bucharest,23.299999237060547°C
2025-03-11T00:30:00+02:00 Bucharest,23.299999237060547°C
2025-03-11T00:33:16+02:00 Bucharest,23.200000762939453°C
2025-03-11T00:45:00+02:00 Bucharest,23.200000762939453°C
2025-03-11T01:00:00+02:00 Bucharest,23.200000762939453°C
2025-03-11T01:15:00+02:00 Bucharest,23.200000762939453°C
2025-03-11T01:30:00+02:00 Bucharest,23.200000762939453°C
2025-03-11T01:45:00+02:00 Bucharest,23.200000762939453°C
2025-03-11T02:00:00+02:00 Bucharest,23.200000762939453°C
2025-03-11T02:15:00+02:00 Bucharest,23.200000762939453°C
2025-03-11T02:30:00+02:00 Bucharest,23.200000762939453°C
2025-03-11T02:33:16+02:00 Bucharest,23.299999237060547°C
2025-03-11T02:43:16+02:00 Bucharest,23.600000381469727°C
2025-03-11T02:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-11T02:53:15+02:00 Bucharest,23.899999618530273°C
2025-03-11T03:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-11T03:03:16+02:00 Bucharest,24.299999237060547°C
2025-03-11T03:13:16+02:00 Bucharest,24.5°C
2025-03-11T03:15:00+02:00 Bucharest,24.5°C
2025-03-11T03:23:15+02:00 Bucharest,24.600000381469727°C
2025-03-11T03:30:00+02:00 Bucharest,24.600000381469727°C
2025-03-11T03:45:00+02:00 Bucharest,24.700000762939453°C
2025-03-11T04:00:00+02:00 Bucharest,24.700000762939453°C
2025-03-11T04:15:00+02:00 Bucharest,24.600000381469727°C
2025-03-11T04:23:18+02:00 Bucharest,24.5°C
2025-03-11T04:30:00+02:00 Bucharest,24.5°C
2025-03-11T04:33:17+02:00 Bucharest,24.399999618530273°C
2025-03-11T04:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-11T05:00:00+02:00 Bucharest,24.299999237060547°C
2025-03-11T05:13:18+02:00 Bucharest,24.200000762939453°C
2025-03-11T05:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-11T05:30:00+02:00 Bucharest,24.100000381469727°C
2025-03-11T05:43:17+02:00 Bucharest,24°C
2025-03-11T05:45:00+02:00 Bucharest,24°C
2025-03-11T06:00:00+02:00 Bucharest,24°C
2025-03-11T06:03:18+02:00 Bucharest,23.899999618530273°C
2025-03-11T06:15:00+02:00 Bucharest,23.899999618530273°C
2025-03-11T06:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-11T06:43:17+02:00 Bucharest,23.700000762939453°C
2025-03-11T06:45:00+02:00 Bucharest,23.700000762939453°C
2025-03-11T07:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-11T07:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-11T07:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-11T07:33:18+02:00 Bucharest,23.5°C
2025-03-11T07:43:18+02:00 Bucharest,23.399999618530273°C
2025-03-11T07:45:00+02:00 Bucharest,23.399999618530273°C
2025-03-11T08:00:00+02:00 Bucharest,23.399999618530273°C
2025-03-11T08:15:00+02:00 Bucharest,23.299999237060547°C
2025-03-11T08:30:00+02:00 Bucharest,23.299999237060547°C
2025-03-11T08:33:18+02:00 Bucharest,23.200000762939453°C
2025-03-11T08:45:00+02:00 Bucharest,23.200000762939453°C
2025-03-11T09:00:00+02:00 Bucharest,23.200000762939453°C
2025-03-11T09:15:00+02:00 Bucharest,23.100000381469727°C
2025-03-11T09:30:00+02:00 Bucharest,23.100000381469727°C
2025-03-11T09:45:00+02:00 Bucharest,23.100000381469727°C
2025-03-11T09:53:18+02:00 Bucharest,23°C
2025-03-11T10:00:00+02:00 Bucharest,23°C
2025-03-11T10:15:00+02:00 Bucharest,23°C
2025-03-11T10:30:00+02:00 Bucharest,23°C
2025-03-11T10:45:00+02:00 Bucharest,23°C
2025-03-11T11:00:00+02:00 Bucharest,23°C
2025-03-11T11:15:00+02:00 Bucharest,23°C
2025-03-11T11:30:00+02:00 Bucharest,23°C
2025-03-11T11:45:00+02:00 Bucharest,23°C
2025-03-11T12:00:00+02:00 Bucharest,23°C
2025-03-11T12:15:00+02:00 Bucharest,23°C
2025-03-11T12:30:00+02:00 Bucharest,23°C
2025-03-11T12:33:18+02:00 Bucharest,23.100000381469727°C
2025-03-11T12:45:00+02:00 Bucharest,23.100000381469727°C
2025-03-11T13:00:00+02:00 Bucharest,23.100000381469727°C
2025-03-11T13:15:00+02:00 Bucharest,23.200000762939453°C
2025-03-11T13:30:00+02:00 Bucharest,23.200000762939453°C
2025-03-11T13:45:00+02:00 Bucharest,23.200000762939453°C
2025-03-11T13:53:18+02:00 Bucharest,23.299999237060547°C
2025-03-11T14:00:00+02:00 Bucharest,23.299999237060547°C
2025-03-11T14:15:00+02:00 Bucharest,23.299999237060547°C
2025-03-11T14:30:00+02:00 Bucharest,23.299999237060547°C
2025-03-11T14:45:00+02:00 Bucharest,23.399999618530273°C
2025-03-11T15:00:00+02:00 Bucharest,23.399999618530273°C
2025-03-11T15:15:00+02:00 Bucharest,23.399999618530273°C
2025-03-11T15:23:18+02:00 Bucharest,23.5°C
2025-03-11T15:30:00+02:00 Bucharest,23.5°C
2025-03-11T15:45:00+02:00 Bucharest,23.5°C
2025-03-11T16:00:00+02:00 Bucharest,23.5°C
2025-03-11T16:13:17+02:00 Bucharest,23.600000381469727°C
2025-03-11T16:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-11T16:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-11T16:45:00+02:00 Bucharest,23.700000762939453°C
2025-03-11T17:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-11T17:03:18+02:00 Bucharest,23.799999237060547°C
2025-03-11T17:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-11T17:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-11T17:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-11T18:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-11T18:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-11T18:30:00+02:00 Bucharest,23.899999618530273°C
2025-03-11T18:45:00+02:00 Bucharest,23.899999618530273°C
2025-03-11T19:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-11T19:13:17+02:00 Bucharest,24°C
2025-03-11T19:15:00+02:00 Bucharest,24°C
2025-03-11T19:23:18+02:00 Bucharest,24.100000381469727°C
2025-03-11T19:30:00+02:00 Bucharest,24.100000381469727°C
2025-03-11T19:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-11T20:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-11T20:15:00+02:00 Bucharest,24.100000381469727°C
2025-03-11T20:30:00+02:00 Bucharest,24.100000381469727°C
2025-03-11T20:43:17+02:00 Bucharest,24°C
2025-03-11T20:45:00+02:00 Bucharest,24°C
2025-03-11T20:53:17+02:00 Bucharest,24.100000381469727°C
2025-03-11T21:00:00+02:00 Bucharest,24.100000381469727°C
2025-03-11T21:03:18+02:00 Bucharest,24°C
2025-03-11T21:13:17+02:00 Bucharest,24.100000381469727°C
2025-03-11T21:15:00+02:00 Bucharest,24.100000381469727°C
2025-03-11T21:30:00+02:00 Bucharest,24.100000381469727°C
2025-03-11T21:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-11T22:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-11T22:15:00+02:00 Bucharest,24.100000381469727°C
2025-03-11T22:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-11T22:33:17+02:00 Bucharest,24.399999618530273°C
2025-03-11T22:43:18+02:00 Bucharest,24.700000762939453°C
2025-03-11T22:45:00+02:00 Bucharest,24.700000762939453°C
2025-03-11T22:53:17+02:00 Bucharest,25°C
2025-03-11T23:00:00+02:00 Bucharest,25°C
2025-03-11T23:03:17+02:00 Bucharest,25.100000381469727°C
2025-03-11T23:15:00+02:00 Bucharest,25.200000762939453°C
2025-03-11T23:23:18+02:00 Bucharest,25.299999237060547°C
2025-03-11T23:30:00+02:00 Bucharest,25.299999237060547°C
2025-03-11T23:45:00+02:00 Bucharest,25.299999237060547°C
2025-03-11T23:53:18+02:00 Bucharest,25.200000762939453°C
2025-03-12T00:00:00+02:00 Bucharest,25.200000762939453°C
2025-03-12T00:15:00+02:00 Bucharest,25.100000381469727°C
2025-03-12T00:30:00+02:00 Bucharest,25.100000381469727°C
2025-03-12T00:33:17+02:00 Bucharest,25°C
2025-03-12T00:45:00+02:00 Bucharest,25°C
2025-03-12T00:53:18+02:00 Bucharest,24.899999618530273°C
2025-03-12T01:00:00+02:00 Bucharest,24.899999618530273°C
2025-03-12T01:15:00+02:00 Bucharest,24.799999237060547°C
2025-03-12T01:23:17+02:00 Bucharest,24.700000762939453°C
2025-03-12T01:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-12T01:45:00+02:00 Bucharest,24.600000381469727°C
2025-03-12T02:00:00+02:00 Bucharest,24.600000381469727°C
2025-03-12T02:03:18+02:00 Bucharest,24.5°C
2025-03-12T02:15:00+02:00 Bucharest,24.5°C
2025-03-12T02:23:17+02:00 Bucharest,24.399999618530273°C
2025-03-12T02:30:00+02:00 Bucharest,24.399999618530273°C
2025-03-12T02:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-12T03:00:00+02:00 Bucharest,24.299999237060547°C
2025-03-12T03:15:00+02:00 Bucharest,24.299999237060547°C
2025-03-12T03:23:17+02:00 Bucharest,24.200000762939453°C
2025-03-12T03:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-12T03:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-12T04:00:00+02:00 Bucharest,24.100000381469727°C
2025-03-12T04:15:00+02:00 Bucharest,24.100000381469727°C
2025-03-12T04:30:00+02:00 Bucharest,24.100000381469727°C
2025-03-12T04:33:17+02:00 Bucharest,24°C
2025-03-12T04:45:00+02:00 Bucharest,24°C
2025-03-12T05:00:00+02:00 Bucharest,24°C
2025-03-12T05:15:00+02:00 Bucharest,24°C
2025-03-12T05:23:18+02:00 Bucharest,23.899999618530273°C
2025-03-12T05:30:00+02:00 Bucharest,23.899999618530273°C
2025-03-12T05:45:00+02:00 Bucharest,23.899999618530273°C
2025-03-12T06:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-12T06:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-12T06:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-12T06:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-12T06:53:17+02:00 Bucharest,23.700000762939453°C
2025-03-12T07:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-12T07:03:17+02:00 Bucharest,23.799999237060547°C
2025-03-12T07:13:18+02:00 Bucharest,23.700000762939453°C
2025-03-12T07:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-12T07:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-12T07:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-12T08:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-12T08:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-12T08:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-12T08:33:17+02:00 Bucharest,23.5°C
2025-03-12T08:45:00+02:00 Bucharest,23.5°C
2025-03-12T09:00:00+02:00 Bucharest,23.5°C
2025-03-12T09:15:00+02:00 Bucharest,23.5°C
2025-03-12T09:30:00+02:00 Bucharest,23.5°C
2025-03-12T09:45:00+02:00 Bucharest,23.5°C
2025-03-12T10:00:00+02:00 Bucharest,23.5°C
2025-03-12T10:13:17+02:00 Bucharest,23.700000762939453°C
2025-03-12T10:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-12T10:23:17+02:00 Bucharest,24°C
2025-03-12T10:30:00+02:00 Bucharest,24°C
2025-03-12T10:33:18+02:00 Bucharest,24.200000762939453°C
2025-03-12T10:43:17+02:00 Bucharest,24.299999237060547°C
2025-03-12T10:45:00+02:00 Bucharest,24.299999237060547°C
2025-03-12T11:00:00+02:00 Bucharest,24.399999618530273°C
2025-03-12T11:03:17+02:00 Bucharest,24.600000381469727°C
2025-03-12T11:15:00+02:00 Bucharest,24.700000762939453°C
2025-03-12T11:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-12T11:33:17+02:00 Bucharest,24.799999237060547°C
2025-03-12T11:45:00+02:00 Bucharest,24.799999237060547°C
2025-03-12T12:00:00+02:00 Bucharest,24.799999237060547°C
2025-03-12T12:15:00+02:00 Bucharest,24.799999237060547°C
2025-03-12T12:30:00+02:00 Bucharest,24.799999237060547°C
2025-03-12T12:43:17+02:00 Bucharest,24.700000762939453°C
2025-03-12T12:45:00+02:00 Bucharest,24.700000762939453°C
2025-03-12T13:00:00+02:00 Bucharest,24.700000762939453°C
2025-03-12T13:15:00+02:00 Bucharest,24.700000762939453°C
2025-03-12T13:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-12T13:45:00+02:00 Bucharest,24.700000762939453°C
2025-03-12T14:00:00+02:00 Bucharest,24.700000762939453°C
2025-03-12T14:15:00+02:00 Bucharest,24.600000381469727°C
2025-03-12T14:30:00+02:00 Bucharest,24.600000381469727°C
2025-03-12T14:45:00+02:00 Bucharest,24.600000381469727°C
2025-03-12T15:00:00+02:00 Bucharest,24.600000381469727°C
2025-03-12T15:15:00+02:00 Bucharest,24.600000381469727°C
2025-03-12T15:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-12T15:43:17+02:00 Bucharest,24.799999237060547°C
2025-03-12T15:45:00+02:00 Bucharest,24.799999237060547°C
2025-03-12T16:00:00+02:00 Bucharest,24.799999237060547°C
2025-03-12T16:13:17+02:00 Bucharest,25°C
2025-03-12T16:15:00+02:00 Bucharest,25°C
2025-03-12T16:30:00+02:00 Bucharest,25°C
2025-03-12T16:33:17+02:00 Bucharest,25.100000381469727°C
2025-03-12T16:45:00+02:00 Bucharest,25.100000381469727°C
2025-03-12T17:00:00+02:00 Bucharest,25.100000381469727°C
2025-03-12T17:15:00+02:00 Bucharest,25.100000381469727°C
2025-03-12T17:30:00+02:00 Bucharest,25.100000381469727°C
2025-03-12T17:45:00+02:00 Bucharest,25.100000381469727°C
2025-03-12T18:00:00+02:00 Bucharest,25.100000381469727°C
2025-03-12T18:15:00+02:00 Bucharest,25.200000762939453°C
2025-03-12T18:30:00+02:00 Bucharest,25.200000762939453°C
2025-03-12T18:33:17+02:00 Bucharest,25.299999237060547°C
2025-03-12T18:45:00+02:00 Bucharest,25.299999237060547°C
2025-03-12T19:00:00+02:00 Bucharest,25.299999237060547°C
2025-03-12T19:15:00+02:00 Bucharest,25.399999618530273°C
2025-03-12T19:30:00+02:00 Bucharest,25.399999618530273°C
2025-03-12T19:45:00+02:00 Bucharest,25.399999618530273°C
2025-03-12T20:00:00+02:00 Bucharest,25.399999618530273°C
2025-03-12T20:15:00+02:00 Bucharest,25.299999237060547°C
2025-03-12T20:30:00+02:00 Bucharest,25.299999237060547°C
2025-03-12T20:33:17+02:00 Bucharest,25.200000762939453°C
2025-03-12T20:45:00+02:00 Bucharest,25.100000381469727°C
2025-03-12T21:00:00+02:00 Bucharest,25.100000381469727°C
2025-03-12T21:03:17+02:00 Bucharest,25°C
2025-03-12T21:15:00+02:00 Bucharest,25°C
2025-03-12T21:23:17+02:00 Bucharest,24.899999618530273°C
2025-03-12T21:30:00+02:00 Bucharest,24.899999618530273°C
2025-03-12T21:45:00+02:00 Bucharest,24.899999618530273°C
2025-03-12T22:00:00+02:00 Bucharest,24.799999237060547°C
2025-03-12T22:13:17+02:00 Bucharest,24.700000762939453°C
2025-03-12T22:15:00+02:00 Bucharest,24.700000762939453°C
2025-03-12T22:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-12T22:45:00+02:00 Bucharest,24.700000762939453°C
2025-03-12T23:00:00+02:00 Bucharest,24.700000762939453°C
2025-03-12T23:15:00+02:00 Bucharest,24.700000762939453°C
2025-03-12T23:30:00+02:00 Bucharest,24.600000381469727°C
2025-03-12T23:45:00+02:00 Bucharest,24.600000381469727°C
2025-03-13T00:00:00+02:00 Bucharest,24.600000381469727°C
2025-03-13T00:13:17+02:00 Bucharest,24.5°C
2025-03-13T00:15:00+02:00 Bucharest,24.5°C
2025-03-13T00:30:00+02:00 Bucharest,24.5°C
2025-03-13T00:45:00+02:00 Bucharest,24.5°C
2025-03-13T01:00:00+02:00 Bucharest,24.5°C
2025-03-13T01:15:00+02:00 Bucharest,24.5°C
2025-03-13T01:23:17+02:00 Bucharest,24.399999618530273°C
