ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:46:51.78Z hisSize:51917 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b7e-192811d1 "Site B Room 4 Living" lorawanPoint his id:@p:linkEdge:r:2d997a3d-7836afaf "Site B Room 4 Living AQ Temperature" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T02:45:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"°C" sensor cur amSensorRef:@p:linkEdge:r:2d997a3d-a040140e "Site B Room 4 Living AQ" curStatus:"ok" point curVal:25.2°C disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d997a3d-8ce770dd "4 Living AQ" navName:"Temperature" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d997a3d-a040140e "Site B Room 4 Living AQ" temp hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"temperature" floorRef:@p:linkEdge:r:2d996b5e-526d9983 "p:linkEdge:r:2d996b5e-526d9983" amSensorAM307ModelId:"_amSensorAM307_point:temperature"
2025-01-03T06:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-03T06:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-03T06:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-03T06:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-03T06:57:44+02:00 Bucharest,23.399999618530273°C
2025-01-03T07:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-03T07:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-03T07:27:43+02:00 Bucharest,23.5°C
2025-01-03T07:30:00+02:00 Bucharest,23.5°C
2025-01-03T07:45:00+02:00 Bucharest,23.5°C
2025-01-03T07:47:43+02:00 Bucharest,23.700000762939453°C
2025-01-03T08:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-03T08:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-03T08:27:42+02:00 Bucharest,24°C
2025-01-03T08:30:00+02:00 Bucharest,24°C
2025-01-03T08:45:00+02:00 Bucharest,24°C
2025-01-03T08:57:41+02:00 Bucharest,24.200000762939453°C
2025-01-03T09:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-03T09:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-03T09:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-03T09:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-03T09:57:41+02:00 Bucharest,24.299999237060547°C
2025-01-03T10:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-03T10:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-03T10:30:00+02:00 Bucharest,24.299999237060547°C
2025-01-03T10:45:00+02:00 Bucharest,24.299999237060547°C
2025-01-03T10:47:40+02:00 Bucharest,24.200000762939453°C
2025-01-03T11:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-03T11:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-03T11:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-03T11:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-03T12:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-03T12:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-03T12:17:38+02:00 Bucharest,24°C
2025-01-03T12:30:00+02:00 Bucharest,24°C
2025-01-03T12:37:38+02:00 Bucharest,23.899999618530273°C
2025-01-03T12:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-03T13:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-03T13:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-03T13:17:37+02:00 Bucharest,23.700000762939453°C
2025-01-03T13:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-03T13:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-03T14:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-03T14:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-03T14:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-03T14:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-03T14:57:35+02:00 Bucharest,23.5°C
2025-01-03T15:00:00+02:00 Bucharest,23.5°C
2025-01-03T15:07:35+02:00 Bucharest,23.399999618530273°C
2025-01-03T15:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-03T15:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-03T15:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-03T16:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-03T16:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-03T16:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-03T16:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-03T17:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-03T17:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-03T17:17:33+02:00 Bucharest,23.600000381469727°C
2025-01-03T17:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-03T17:37:32+02:00 Bucharest,23.799999237060547°C
2025-01-03T17:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-03T18:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-03T18:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-03T18:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-03T18:37:31+02:00 Bucharest,24°C
2025-01-03T18:45:00+02:00 Bucharest,24°C
2025-01-03T19:00:00+02:00 Bucharest,24°C
2025-01-03T19:15:00+02:00 Bucharest,24°C
2025-01-03T19:30:00+02:00 Bucharest,24°C
2025-01-03T19:45:00+02:00 Bucharest,24°C
2025-01-03T20:00:00+02:00 Bucharest,24°C
2025-01-03T20:07:30+02:00 Bucharest,23.899999618530273°C
2025-01-03T20:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-03T20:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-03T20:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-03T21:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-03T21:07:29+02:00 Bucharest,23.700000762939453°C
2025-01-03T21:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-03T21:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-03T21:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-03T21:57:28+02:00 Bucharest,23.5°C
2025-01-03T22:00:00+02:00 Bucharest,23.5°C
2025-01-03T22:15:00+02:00 Bucharest,23.5°C
2025-01-03T22:27:27+02:00 Bucharest,23.399999618530273°C
2025-01-03T22:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-03T22:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-03T23:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-03T23:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-03T23:17:26+02:00 Bucharest,23.200000762939453°C
2025-01-03T23:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-03T23:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-04T00:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-04T00:07:26+02:00 Bucharest,23.299999237060547°C
2025-01-04T00:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-04T00:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-04T00:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-04T00:47:25+02:00 Bucharest,23.700000762939453°C
2025-01-04T00:57:25+02:00 Bucharest,23.799999237060547°C
2025-01-04T01:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-04T01:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-04T01:17:24+02:00 Bucharest,24°C
2025-01-04T01:30:00+02:00 Bucharest,24°C
2025-01-04T01:45:00+02:00 Bucharest,24°C
2025-01-04T01:47:24+02:00 Bucharest,24.200000762939453°C
2025-01-04T01:57:24+02:00 Bucharest,24.299999237060547°C
2025-01-04T02:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-04T02:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-04T02:30:00+02:00 Bucharest,24.299999237060547°C
2025-01-04T02:45:00+02:00 Bucharest,24.299999237060547°C
2025-01-04T03:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-04T03:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-04T03:17:22+02:00 Bucharest,24.200000762939453°C
2025-01-04T03:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-04T03:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T03:57:22+02:00 Bucharest,24°C
2025-01-04T04:00:00+02:00 Bucharest,24°C
2025-01-04T04:15:00+02:00 Bucharest,24°C
2025-01-04T04:17:21+02:00 Bucharest,23.899999618530273°C
2025-01-04T04:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-04T04:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-04T05:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-04T05:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-04T05:17:20+02:00 Bucharest,23.700000762939453°C
2025-01-04T05:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-04T05:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-04T05:57:19+02:00 Bucharest,23.5°C
2025-01-04T06:00:00+02:00 Bucharest,23.5°C
2025-01-04T06:15:00+02:00 Bucharest,23.5°C
2025-01-04T06:27:19+02:00 Bucharest,23.399999618530273°C
2025-01-04T06:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-04T06:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-04T06:57:18+02:00 Bucharest,23.200000762939453°C
2025-01-04T07:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-04T07:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-04T07:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-04T07:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-04T08:00:00+02:00 Bucharest,23.100000381469727°C
2025-01-04T08:07:17+02:00 Bucharest,23.299999237060547°C
2025-01-04T08:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-04T08:27:17+02:00 Bucharest,23.5°C
2025-01-04T08:30:00+02:00 Bucharest,23.5°C
2025-01-04T08:45:00+02:00 Bucharest,23.5°C
2025-01-04T08:47:16+02:00 Bucharest,23.700000762939453°C
2025-01-04T09:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-04T09:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-04T09:17:16+02:00 Bucharest,23.899999618530273°C
2025-01-04T09:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-04T09:37:15+02:00 Bucharest,24°C
2025-01-04T09:45:00+02:00 Bucharest,24°C
2025-01-04T09:57:15+02:00 Bucharest,24.100000381469727°C
2025-01-04T10:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T10:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T10:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T10:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T11:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T11:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T11:27:13+02:00 Bucharest,24°C
2025-01-04T11:30:00+02:00 Bucharest,24°C
2025-01-04T11:45:00+02:00 Bucharest,24°C
2025-01-04T12:00:00+02:00 Bucharest,24°C
2025-01-04T12:07:13+02:00 Bucharest,23.899999618530273°C
2025-01-04T12:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-04T12:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-04T12:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-04T13:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-04T13:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-04T13:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-04T13:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-04T13:57:14+02:00 Bucharest,23.700000762939453°C
2025-01-04T14:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-04T14:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-04T14:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-04T14:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-04T15:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-04T15:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-04T15:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-04T15:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-04T16:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-04T16:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-04T16:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-04T16:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-04T17:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-04T17:07:08+02:00 Bucharest,23.5°C
2025-01-04T17:15:00+02:00 Bucharest,23.5°C
2025-01-04T17:30:00+02:00 Bucharest,23.5°C
2025-01-04T17:45:00+02:00 Bucharest,23.5°C
2025-01-04T17:47:07+02:00 Bucharest,23.399999618530273°C
2025-01-04T18:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-04T18:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-04T18:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-04T18:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-04T19:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-04T19:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-04T19:27:05+02:00 Bucharest,23.200000762939453°C
2025-01-04T19:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-04T19:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-04T19:57:05+02:00 Bucharest,23.399999618530273°C
2025-01-04T20:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-04T20:07:04+02:00 Bucharest,23.5°C
2025-01-04T20:15:00+02:00 Bucharest,23.5°C
2025-01-04T20:17:04+02:00 Bucharest,23.600000381469727°C
2025-01-04T20:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-04T20:37:04+02:00 Bucharest,23.799999237060547°C
2025-01-04T20:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-04T20:57:05+02:00 Bucharest,24°C
2025-01-04T21:00:00+02:00 Bucharest,24°C
2025-01-04T21:15:00+02:00 Bucharest,24°C
2025-01-04T21:30:00+02:00 Bucharest,24°C
2025-01-04T21:37:03+02:00 Bucharest,24.200000762939453°C
2025-01-04T21:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-04T22:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-04T22:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-04T22:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-04T22:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-04T23:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T23:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T23:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T23:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T23:57:00+02:00 Bucharest,24°C
2025-01-05T00:00:00+02:00 Bucharest,24°C
2025-01-05T00:15:00+02:00 Bucharest,24°C
2025-01-05T00:30:00+02:00 Bucharest,24°C
2025-01-05T00:45:00+02:00 Bucharest,24°C
2025-01-05T00:46:59+02:00 Bucharest,23.600000381469727°C
2025-01-05T01:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-05T01:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-05T01:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-05T01:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-05T01:46:58+02:00 Bucharest,23.200000762939453°C
2025-01-05T02:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-05T02:15:00+02:00 Bucharest,23.100000381469727°C
2025-01-05T02:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-05T02:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-05T03:00:00+02:00 Bucharest,23.100000381469727°C
2025-01-05T03:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-05T03:16:57+02:00 Bucharest,23.299999237060547°C
2025-01-05T03:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-05T03:36:56+02:00 Bucharest,23.5°C
2025-01-05T03:45:00+02:00 Bucharest,23.5°C
2025-01-05T03:56:56+02:00 Bucharest,23.600000381469727°C
2025-01-05T04:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-05T04:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-05T04:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-05T04:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-05T04:56:55+02:00 Bucharest,23.799999237060547°C
2025-01-05T05:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-05T05:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-05T05:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-05T05:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-05T05:56:54+02:00 Bucharest,23.600000381469727°C
2025-01-05T06:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-05T06:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-05T06:16:54+02:00 Bucharest,23.5°C
2025-01-05T06:30:00+02:00 Bucharest,23.5°C
2025-01-05T06:45:00+02:00 Bucharest,23.5°C
2025-01-05T06:46:53+02:00 Bucharest,23.399999618530273°C
2025-01-05T07:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-05T07:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-05T07:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-05T07:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-05T07:46:52+02:00 Bucharest,23.100000381469727°C
2025-01-05T07:56:52+02:00 Bucharest,23°C
2025-01-05T08:00:00+02:00 Bucharest,23°C
2025-01-05T08:15:00+02:00 Bucharest,23°C
2025-01-05T08:26:51+02:00 Bucharest,23.100000381469727°C
2025-01-05T08:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-05T08:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-05T09:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-05T09:06:51+02:00 Bucharest,23.399999618530273°C
2025-01-05T09:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-05T09:16:50+02:00 Bucharest,23.5°C
2025-01-05T09:30:00+02:00 Bucharest,23.5°C
2025-01-05T09:36:50+02:00 Bucharest,23.700000762939453°C
2025-01-05T09:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-05T09:46:50+02:00 Bucharest,23.799999237060547°C
2025-01-05T10:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-05T10:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-05T10:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-05T10:36:49+02:00 Bucharest,24°C
2025-01-05T10:45:00+02:00 Bucharest,24°C
2025-01-05T11:00:00+02:00 Bucharest,24°C
2025-01-05T11:15:00+02:00 Bucharest,24°C
2025-01-05T11:30:00+02:00 Bucharest,24°C
2025-01-05T11:45:00+02:00 Bucharest,24°C
2025-01-05T12:00:00+02:00 Bucharest,24°C
2025-01-05T12:15:00+02:00 Bucharest,24°C
2025-01-05T12:30:00+02:00 Bucharest,24°C
2025-01-05T12:36:47+02:00 Bucharest,23.899999618530273°C
2025-01-05T12:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-05T13:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-05T13:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-05T13:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-05T13:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-05T14:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-05T14:06:45+02:00 Bucharest,24°C
2025-01-05T14:15:00+02:00 Bucharest,24°C
2025-01-05T14:30:00+02:00 Bucharest,24°C
2025-01-05T14:45:00+02:00 Bucharest,24°C
2025-01-05T14:46:45+02:00 Bucharest,23.799999237060547°C
2025-01-05T15:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-05T15:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-05T15:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-05T15:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-05T16:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-05T16:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-05T16:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-05T16:36:44+02:00 Bucharest,23.100000381469727°C
2025-01-05T16:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-05T16:56:42+02:00 Bucharest,23.5°C
2025-01-05T17:00:00+02:00 Bucharest,23.5°C
2025-01-05T17:15:00+02:00 Bucharest,23.5°C
2025-01-05T17:16:42+02:00 Bucharest,24.200000762939453°C
2025-01-05T17:26:42+02:00 Bucharest,24.399999618530273°C
2025-01-05T17:30:00+02:00 Bucharest,24.399999618530273°C
2025-01-05T17:36:42+02:00 Bucharest,24.600000381469727°C
2025-01-05T17:45:00+02:00 Bucharest,24.600000381469727°C
2025-01-05T17:56:41+02:00 Bucharest,24.799999237060547°C
2025-01-05T18:00:00+02:00 Bucharest,24.799999237060547°C
2025-01-05T18:15:00+02:00 Bucharest,24.799999237060547°C
2025-01-05T18:26:41+02:00 Bucharest,25°C
2025-01-05T18:30:00+02:00 Bucharest,25°C
2025-01-05T18:45:00+02:00 Bucharest,25°C
2025-01-05T19:00:00+02:00 Bucharest,25°C
2025-01-05T19:15:00+02:00 Bucharest,25°C
2025-01-05T19:16:40+02:00 Bucharest,25.100000381469727°C
2025-01-05T19:30:00+02:00 Bucharest,25.100000381469727°C
2025-01-05T19:45:00+02:00 Bucharest,25.100000381469727°C
2025-01-05T20:00:00+02:00 Bucharest,25.100000381469727°C
2025-01-05T20:15:00+02:00 Bucharest,25.100000381469727°C
2025-01-05T20:26:39+02:00 Bucharest,24.700000762939453°C
2025-01-05T20:30:00+02:00 Bucharest,24.700000762939453°C
2025-01-05T20:45:00+02:00 Bucharest,24.700000762939453°C
2025-01-05T21:00:00+02:00 Bucharest,24.700000762939453°C
2025-01-05T21:15:00+02:00 Bucharest,24.600000381469727°C
2025-01-05T21:30:00+02:00 Bucharest,24.600000381469727°C
2025-01-05T21:45:00+02:00 Bucharest,24.600000381469727°C
2025-01-05T21:46:37+02:00 Bucharest,24.5°C
2025-01-05T22:00:00+02:00 Bucharest,24.5°C
2025-01-05T22:15:00+02:00 Bucharest,24.5°C
2025-01-05T22:30:00+02:00 Bucharest,24.5°C
2025-01-05T22:45:00+02:00 Bucharest,24.5°C
2025-01-05T23:00:00+02:00 Bucharest,24.5°C
2025-01-05T23:06:36+02:00 Bucharest,24.299999237060547°C
2025-01-05T23:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-05T23:16:36+02:00 Bucharest,24.200000762939453°C
2025-01-05T23:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-05T23:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-05T23:46:35+02:00 Bucharest,24°C
2025-01-06T00:00:00+02:00 Bucharest,24°C
2025-01-06T00:06:35+02:00 Bucharest,23.899999618530273°C
2025-01-06T00:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-06T00:26:34+02:00 Bucharest,23.700000762939453°C
2025-01-06T00:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-06T00:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-06T01:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-06T01:06:34+02:00 Bucharest,23.5°C
2025-01-06T01:15:00+02:00 Bucharest,23.5°C
2025-01-06T01:30:00+02:00 Bucharest,23.5°C
2025-01-06T01:36:33+02:00 Bucharest,23.299999237060547°C
2025-01-06T01:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-06T01:56:33+02:00 Bucharest,23.200000762939453°C
2025-01-06T02:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-06T02:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-06T02:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-06T02:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-06T03:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-06T03:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-06T03:16:31+02:00 Bucharest,23.399999618530273°C
2025-01-06T03:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-06T03:36:31+02:00 Bucharest,23.600000381469727°C
2025-01-06T03:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-06T03:56:31+02:00 Bucharest,23.799999237060547°C
2025-01-06T04:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-06T04:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-06T04:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-06T04:36:30+02:00 Bucharest,24°C
2025-01-06T04:45:00+02:00 Bucharest,24°C
2025-01-06T05:00:00+02:00 Bucharest,24°C
2025-01-06T05:15:00+02:00 Bucharest,24°C
2025-01-06T05:26:32+02:00 Bucharest,24.100000381469727°C
2025-01-06T05:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-06T05:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-06T06:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-06T06:06:28+02:00 Bucharest,24°C
2025-01-06T06:15:00+02:00 Bucharest,24°C
2025-01-06T06:30:00+02:00 Bucharest,24°C
2025-01-06T06:45:00+02:00 Bucharest,24°C
2025-01-06T06:46:28+02:00 Bucharest,23.899999618530273°C
2025-01-06T07:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-06T07:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-06T07:16:27+02:00 Bucharest,23.700000762939453°C
2025-01-06T07:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-06T07:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-06T08:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-06T08:06:26+02:00 Bucharest,23.5°C
2025-01-06T08:15:00+02:00 Bucharest,23.5°C
2025-01-06T08:30:00+02:00 Bucharest,23.5°C
2025-01-06T08:36:26+02:00 Bucharest,23.299999237060547°C
2025-01-06T08:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-06T08:56:33+02:00 Bucharest,23.200000762939453°C
2025-01-06T09:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-06T09:15:00+02:00 Bucharest,23.100000381469727°C
2025-01-06T09:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-06T09:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-06T10:00:00+02:00 Bucharest,23.100000381469727°C
2025-01-06T10:15:00+02:00 Bucharest,23.100000381469727°C
2025-01-06T10:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-06T10:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-06T10:46:24+02:00 Bucharest,23.700000762939453°C
2025-01-06T11:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-06T11:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-06T11:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-06T11:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-06T11:46:22+02:00 Bucharest,24.100000381469727°C
2025-01-06T12:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-06T12:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-06T12:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-06T12:45:00+02:00 Bucharest,24.200000762939453°C
